as_tags,type
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NNS', 'IN', 'PRP', 'VBD', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'DT', 'NN', 'NN', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'VBG', 'DT', 'NN', ',', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'JJ', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NNS', 'PRP', 'VBD', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NNS', 'PRP', 'VBD', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'JJ', 'IN', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'NNP', 'NNS', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'DT', 'JJ', '.']",present continuous
"['NNP', 'CC', 'PRP$', 'NN', 'VBP', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', ',', 'VBG', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'PRP', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'CC', 'PRP$', 'NN', 'VBP', 'VBG', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'IN', 'DT', 'NN', 'VBG', 'IN', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'IN', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'RB', 'VBG', 'VBG', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'TO', 'VB', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'VB', 'DT', 'JJ', 'JJR', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'WP', 'PRP', 'VBD', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'RP', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'PRP$', 'NNS', 'VBP', 'VBG', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NNP', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'PRP', 'VBP', 'DT', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'VB', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'RB', 'VBG', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'PRP$', 'NN', 'RB', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'PRP', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', 'IN', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'RB', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', 'IN', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'IN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', 'JJR', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NNS', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'RB', 'VBG', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'NN', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNP', 'POS', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', 'TO', 'VB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', 'IN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NNS', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'PRP', ',', 'NNP', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'RP', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['NN', 'VBZ', 'VBG', 'NN', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNP', 'POS', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NNS', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', 'RBR', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RP', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', 'IN', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', '.']",present continuous
"['NNP', 'CC', 'PRP', 'VBP', 'DT', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'IN', 'NNS', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', 'RB', '.']",present continuous
"['PRP$', 'NN', 'VBZ', 'VBG', '.']",present continuous
"['DT', 'NN', 'NN', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', 'IN', 'JJ', 'NN', '.']",present continuous
"['DT', 'JJ', 'NN', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NNS', 'IN', 'PRP$', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NNS', 'IN', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'VB', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['PRP$', 'NN', 'VBZ', 'VBG', 'IN', 'PRP', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['DT', 'NNS', 'VBP', 'RB', 'VBG', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', 'DT', 'NN', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', 'PRP', '.']",present continuous
"['NN', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', 'IN', 'JJ', 'NNS', '.']",present continuous
"['DT', 'JJ', 'NN', 'VBZ', 'RB', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['DT', 'NNS', 'IN', 'NN', 'VBP', 'VBG', 'PRP$', 'JJ', 'NN', '.', 'PRP', 'VBP', 'TO', 'VB', 'PRP', 'JJ', 'NN', '.']",present continuous
"['DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'VBG', 'RB', 'RB', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', 'NN', 'IN', 'NN', '.']",present continuous
"['NNP', 'POS', 'NN', 'VBZ', 'VBG', 'RP', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['PRP$', 'JJ', 'NN', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'WP', 'VBZ', 'TO', 'VB', 'DT', 'NN', 'IN', 'NN', '.']",present continuous
"['DT', 'NN', 'VBP', 'VBG', 'PRP', 'IN', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'RB', 'JJ', 'NN', '.']",present continuous
"['DT', 'NN', 'VBP', 'VBG', 'IN', 'DT', 'IN', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'RB', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJR', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NN', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'VB', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', 'VBG', 'IN', 'DT', 'NN', 'JJ', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'WRB', 'TO', 'VB', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RB', 'JJ', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'TO', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'DT', 'NNS', '.']",present continuous
"['NNP', 'POS', 'NN', 'VBZ', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'JJ', 'NN', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",present continuous
"['PRP$', 'NN', 'VBZ', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'PRP$', 'JJ', 'NNS', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'NN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'VB', 'PRP', 'RB', '.']",present continuous
"['NN', 'VBZ', 'VBN', 'TO', 'VB', 'PRP$', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'NNS', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RP', 'IN', 'DT', 'NN', 'POS', 'NN', '.']",present continuous
"['PRP$', 'NNS', 'VBP', 'VBG', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', 'VBN', 'IN', 'DT', 'NN', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'RB', 'JJ', '.']",present continuous
"['NNS', 'VBP', 'VBG', 'RP', '.']",present continuous
"['PRP', 'VBZ', 'VBG', 'DT', 'NN', 'IN', 'PRP$', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'VBP', 'IN', 'PRP', 'VBZ', 'RB', 'VB', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'IN', 'PRP', 'VBZ', 'RB', 'VB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', 'IN', 'PRP$', 'NN', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NN', 'IN', 'DT', 'NN', '.']",present continuous
"['PRP', 'VBZ', 'VBG', 'NN', 'IN', 'PRP', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'DT', 'NN', '.']",present continuous
"['DT', 'NN', 'VBP', 'RB', 'VBG', 'IN', 'NNP', 'POS', 'NN', '.']",present continuous
"['NN', 'VBZ', 'VBG', 'RP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'JJ', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['JJ', 'NNS', 'VBP', 'DT', 'VBG', 'NN', 'IN', 'NNS', 'VBZ', 'VBG', 'DT', 'NNS', 'NNS', 'NN', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NN', 'IN', '.']",present continuous
"['PRP', 'VBP', 'RB', 'VBG', 'DT', 'NN', 'IN', 'PRP', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', 'VBG', 'TO', 'NN', '.']",present continuous
"['DT', 'NNS', 'VBP', 'VBG', 'PRP', 'JJ', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'IN', 'DT', 'JJ', 'NN', 'NN', '.', 'RB', ',', 'PRP', 'MD', 'RB', 'VB', 'WDT', 'CD', ',', 'IN', 'DT', 'MD', 'VB', 'DT', 'JJ', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'IN', 'DT', 'NN', ',', 'VBG', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'NN', 'IN', 'DT', 'NN', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'IN', 'JJ', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NNS', 'TO', 'VB', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'VBN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'TO', 'VBG', 'NN', 'NNS', '.']",present continuous
"['PRP', 'VBP', 'RB', 'VBG', 'IN', 'VBG', 'PRP$', 'NN', '.']",present continuous
"['NN', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'JJ', 'NNS', '.']",present continuous
"['DT', 'NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'RBR', '.']",present continuous
"['PRP', 'VBZ', 'VBG', 'RP', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['DT', 'NN', 'IN', 'NN', 'VBZ', 'VBG', 'IN', 'NN', 'WP', 'VBZ', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NN', 'WP', 'VBZ', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'IN', 'NN', 'TO', 'VB', 'PRP', 'VB', 'DT', 'NN', 'IN', 'NNP', 'IN', 'NNP', '.']",present continuous
"['DT', 'NN', 'IN', 'NN', 'VBZ', 'VBG', 'IN', 'NN', 'WP', 'MD', 'VB', 'JJ', '.']",present continuous
"['PRP$', 'NN', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'PRP$', 'NNS', 'IN', 'NN', '.']",present continuous
"['DT', 'NN', 'NNS', 'VBP', 'VBG', 'PRP', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'IN', 'PRP', '.']",present continuous
"['NN', 'VBZ', 'VBG', 'IN', '.']",present continuous
"['NNS', 'VBP', 'VBG', 'VBN', '.']",present continuous
"['NNS', 'VBP', 'VBG', 'VBN', '.']",present continuous
"['DT', 'NN', 'VBZ', 'RB', 'VBG', 'RB', '.']",present continuous
"['NNS', 'VBP', 'VBG', 'RB', '.']",present continuous
"['NNS', 'VBP', 'VBG', 'JJR', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'VBG', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'VBG', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'IN', 'PRP$', 'NNS', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'JJ', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'PRP', 'RB', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'NN', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'RBR', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['DT', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['DT', 'VBZ', 'RB', 'VBG', 'RB', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RP', 'DT', 'NN', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'RP', 'DT', 'NN', 'NN', '.']",present continuous
"['NNS', 'IN', 'NNS', 'IN', 'DT', 'NN', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'NNP', 'NNP', '.']",present continuous
"['NNP', 'PRP', 'VBG', 'VBN', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'PRP', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'VBZ', 'VBG', 'PRP$', 'NN', 'IN', 'NNP', '.']",present continuous
"['PRP$', 'NN', 'VBZ', 'VBG', 'RBR', 'CC', 'RBR', '.']",present continuous
"['PRP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']",present continuous
"['VBG', 'VBZ', 'VBG', 'IN', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'DT', 'NN', '.']",present continuous
"['PRP', 'VBZ', 'VBG', 'IN', 'NN', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'VBN', '.']",present continuous
"['PRP$', 'NNS', 'VBP', 'VBG', 'IN', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN', 'VBN', 'IN', 'DT', 'NN', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'NNS', '.']",present continuous
"['PRP$', 'NN', 'VBZ', 'VBG', 'IN', 'PRP', '.']",present continuous
"['DT', 'NN', 'VBZ', 'VBG', 'RBR', '.']",present continuous
"['PRP$', 'NN', 'VBZ', 'VBG', '.']",present continuous
"['NN', 'CC', 'NNP', 'VBZ', 'VBG', 'IN', 'VBG', 'VBG', 'DT', 'NN', '.']",present continuous
"['NNP', 'POS', 'JJ', 'VBZ', 'RB', 'VBG', 'RBR', '.']",present continuous
"['VBG', 'RB', 'JJ', 'VBZ', 'VBG', 'RB', '.']",present continuous
"['DT', 'NN', 'VBZ', 'RB', 'VBG', 'VBN', '.']",present continuous
"['PRP', 'VBP', 'VBG', 'NNP', 'POS', 'NN', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'IN', 'PRP$', 'NNS', 'CC', 'NNS', '.']",present continuous
"['NNP', 'CC', 'NNP', 'VBP', 'VBG', 'TO', 'VB', 'PRP$', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'IN', 'DT', 'NN', '.']",present continuous
"['NNP', 'VBZ', 'RB', 'VBG', 'PRP$', 'NN', 'RB', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'VBN', 'TO', 'VBG', 'IN', 'NNP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'VB', 'PRP', '.']",present continuous
"['NNP', 'VBZ', 'VBG', 'TO', 'NN', '.']",present continuous
